Company Name,Business Sector,Category,Tags,H1B Sponsorship Likelihood,Fortune 500 (yes/no),Fortune 1500 (Yes if 500-1500/No),Boutique (Yes/No),AnalystsPick (Popular amoung Wallstreet waiting for IPO),Publicly traded (Yes/No)
"KinexMatrix","HR Tech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Neuro Technologies","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Health Analytics","CleanTech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"VaultCapital","Cloud Infrastructure",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Data Sphere","HealthTech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"ForgeOps","Data & Analytics",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"DataDynamics","HealthTech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Neuro Analytics","CleanTech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"ZephyrSphere","AI & Machine Learning",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Lumi Analytics","Web3 & Crypto",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Nova Tech","Legal Tech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"AegisWeb","HR Tech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Omni AI","Enterprise SaaS",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Data Analytics","Legal Tech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Deep Capital","E-commerce",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Health Data","Enterprise SaaS",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"VanguardAnalytics","Logistics Tech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Lumi Cyber","AI & Machine Learning",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"FinSecurity","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Deep Cloud","Data & Analytics",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Echo Sphere","Legal Tech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Data Technologies","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Nova Soft","E-commerce",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Synthe Sphere","HR Tech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"CoreOps","Cybersecurity",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Flux Ops","Data & Analytics",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Vertex Ops","E-commerce",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,Yes,No
"Kinex Soft","Legal Tech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"AegisLogic","HealthTech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Bio Health","AI & Machine Learning",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"FinGrid","HealthTech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Vault Security","CleanTech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,Yes,No
"Cogito Grid","Web3 & Crypto",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Shift Cloud","HR Tech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Axiom Labs","Consumer Tech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Core Technologies","AI & Machine Learning",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Quantum Robotics","HealthTech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Nova Ops","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Zephyr Technologies","Fintech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"ZephyrAI","Cybersecurity",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Zephyr Genomics","HealthTech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Bio Cyber","HealthTech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Echo Technologies","HealthTech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Nova Matrix","Legal Tech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Data AI","AI & Machine Learning",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"NexusTechnologies","Legal Tech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Tech AI","CleanTech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Health Cloud","Data & Analytics",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Data Cyber","HealthTech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Kinex Ops","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"CyberAI","Data & Analytics",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Forge AI","Data & Analytics",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Health Ops","Web3 & Crypto",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"CogitoTech","Legal Tech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Apex Web","Consumer Tech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"OmniSystems","HR Tech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,Yes,No
"Omni Intelligence","AI & Machine Learning",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"ZephyrLogic","Legal Tech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Echo Labs","Web3 & Crypto",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Cloud Grid","Data & Analytics",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Deep Technologies","Consumer Tech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Lumi Web","HR Tech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Vault Soft","Logistics Tech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Vault AI","Cloud Infrastructure",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Tech Robotics","Consumer Tech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Health Networks","Fintech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Kinex AI","HR Tech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,Yes,No
"Cogito Technologies","Cloud Infrastructure",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Core Logic","CleanTech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Omni Networks","Data & Analytics",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Vault Solutions","CleanTech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Cogito Grid","Consumer Tech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"DataTechnologies","Logistics Tech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Lumi Networks","Fintech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"VertexNetworks","Fintech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"VertexSecurity","Cloud Infrastructure",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Neuro Tech","HR Tech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Nova Sphere","CleanTech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Shift AI","AI & Machine Learning",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"SyntheAI","Cloud Infrastructure",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"TechGenomics","AI & Machine Learning",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Axiom Data","Enterprise SaaS",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Echo Analytics","Data & Analytics",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Health Security","Logistics Tech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Zephyr Tech","Web3 & Crypto",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"NexusData","E-commerce",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"OmniTechnologies","HealthTech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Vanguard Sphere","Web3 & Crypto",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"DeepCloud","E-commerce",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Apex Data","HR Tech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Fin Web","CleanTech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Cloud Ops","Enterprise SaaS",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Vertex Soft","Consumer Tech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Aegis Networks","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Apex Grid","Cloud Infrastructure",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"FinGenomics","E-commerce",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Nova Grid","Legal Tech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Vanguard Intelligence","Web3 & Crypto",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Tech Technologies","Enterprise SaaS",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Data Cyber","Cloud Infrastructure",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"SyntheVentures","HealthTech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Cyber Dynamics","Data & Analytics",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,Yes,No
"Echo Genomics","Fintech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Apex Labs","HR Tech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Apex Dynamics","CleanTech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"ShiftSolutions","Legal Tech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Core Cloud","Fintech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"DataData","HealthTech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Shift Systems","Cloud Infrastructure",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Cyber Solutions","Legal Tech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"VertexVentures","Fintech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Aegis Grid","AI & Machine Learning",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,Yes,No
"Vault Analytics","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"ForgeTech","Fintech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Tech Matrix","E-commerce",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Vanguard Cyber","Cybersecurity",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Neuro Data","HR Tech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"CloudMatrix","Cloud Infrastructure",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"DeepTech","Consumer Tech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Shift Genomics","Data & Analytics",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"AxiomGrid","Cybersecurity",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"BioCloud","Consumer Tech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Apex Capital","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Omni Ops","Legal Tech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Fin Labs","Web3 & Crypto",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"FinSoft","Fintech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Zephyr Sphere","CleanTech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Echo Cloud","AI & Machine Learning",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Kinex Analytics","Fintech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"DataLabs","Web3 & Crypto",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Zephyr Analytics","Fintech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,Yes,No
"Kinex Cyber","E-commerce",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"OmniWeb","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Quantum Technologies","Enterprise SaaS",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Shift Cloud","E-commerce",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"CoreLabs","Consumer Tech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Cloud Security","AI & Machine Learning",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Cyber Matrix","Cloud Infrastructure",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Lumi Robotics","Consumer Tech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Omni Security","AI & Machine Learning",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,Yes,No
"Vertex Capital","Enterprise SaaS",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"OmniIntelligence","HR Tech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Fin Sphere","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Axiom Sphere","E-commerce",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"OmniDynamics","AI & Machine Learning",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Kinex Cloud","Data & Analytics",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"EchoLogic","AI & Machine Learning",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"VertexIntelligence","Fintech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Cyber Capital","Fintech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Fin Solutions","Enterprise SaaS",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"FinOps","CleanTech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Omni Systems","AI & Machine Learning",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"DeepCyber","Data & Analytics",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Apex Networks","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Echo Solutions","Enterprise SaaS",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Shift Tech","CleanTech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Nexus Robotics","Enterprise SaaS",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Aegis Ops","Data & Analytics",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Fin Tech","Fintech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"BioHealth","Data & Analytics",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Omni Labs","CleanTech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Health Intelligence","E-commerce",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Nexus Cloud","HR Tech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Cloud Robotics","Legal Tech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Cogito Dynamics","HealthTech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"OmniData","Cloud Infrastructure",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Bio Grid","HealthTech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Neuro Health","Fintech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Shift Genomics","Enterprise SaaS",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Deep Technologies","E-commerce",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"NovaAI","HealthTech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"EchoTech","Consumer Tech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Omni Data","Web3 & Crypto",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Nova Soft","E-commerce",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"ForgeRobotics","Enterprise SaaS",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Axiom Solutions","E-commerce",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Synthe Dynamics","E-commerce",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Deep Logic","AI & Machine Learning",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Fin Logic","Fintech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Health Security","Enterprise SaaS",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Deep Networks","CleanTech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Nova Sphere","E-commerce",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"FluxSystems","AI & Machine Learning",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Pulse Security","HR Tech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Shift Health","HR Tech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Cyber Intelligence","Legal Tech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"TechLogic","HR Tech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"SyntheCloud","HR Tech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Nexus Soft","Logistics Tech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Flux Technologies","E-commerce",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Vanguard Cloud","Legal Tech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Quantum Soft","Legal Tech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"VertexRobotics","HR Tech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"NeuroTechnologies","Enterprise SaaS",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Apex Robotics","Enterprise SaaS",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Nexus Labs","Enterprise SaaS",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Aegis Data","Legal Tech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Nova Systems","Fintech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Core Networks","AI & Machine Learning",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Omni Sphere","Cloud Infrastructure",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"HealthSphere","Logistics Tech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Deep Ventures","Legal Tech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"NeuroData","Web3 & Crypto",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"BioVentures","AI & Machine Learning",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"DeepLogic","Enterprise SaaS",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Nexus Sphere","Consumer Tech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"BioDynamics","Legal Tech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"DeepRobotics","Data & Analytics",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Fin Genomics","Web3 & Crypto",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Cloud Genomics","Enterprise SaaS",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Nova Intelligence","HR Tech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Fin Web","Web3 & Crypto",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Data Ventures","Logistics Tech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Pulse Tech","E-commerce",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"NexusMatrix","HealthTech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Deep Sphere","Legal Tech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"AxiomSphere","Consumer Tech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"EchoSphere","E-commerce",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Axiom Intelligence","Web3 & Crypto",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Nexus AI","Web3 & Crypto",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Vertex Networks","HealthTech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Data Web","AI & Machine Learning",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"ForgeSphere","Enterprise SaaS",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"NovaGrid","Legal Tech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Neuro Health","Cybersecurity",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Neuro Grid","Logistics Tech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Fin Ventures","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Forge Capital","Logistics Tech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"EchoOps","AI & Machine Learning",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Core Dynamics","E-commerce",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Tech Security","Cloud Infrastructure",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"NovaOps","AI & Machine Learning",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Vertex Logic","Cybersecurity",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
